,Unnamed: 0,Year,OSHPD_ID,FacilityName,County,TypeofOwnership,HospitalType,Teaching,LicensedBeds,AvailableBeds,StaffedBeds,PretaxNetIncome,OtherOperatingRev,TotalOperatingRev,TotalMargin,OperatingMargin,Location,SmallORRural
554,554,2010,106331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,Investor,Comparable,0,372,345,345,426752259,3972724.0,430724983.0,0.9%,0.9%,"RIVERSIDE, California
(33.980534, -117.377025)",0
555,555,2011,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,0,25,25,25,51600721,1704520.0,53305241.0,3.2%,3.3%,"BISHOP, California
(37.361412, -118.39527)",1
556,556,2010,106340950,MERCY SAN JUAN HOSPITAL,SACRAMENTO,Non-Profit,Comparable,0,370,370,370,472969000,2384000.0,475353000.0,0.5%,0.5%,"CARMICHAEL, California
(38.636604, -121.327265)",0
557,557,2010,106190197,COMMUNITY & MISSION HOSPITAL-HTG PARK,LOS ANGELES,Investor,Comparable,0,143,143,143,22423163,213465.0,22636628.0,0.9%,1%,"HUNTINGTON PARK, California
(33.979272, -118.219087)",0
558,558,2011,106440755,DOMINICAN HOSPITAL - SANTA CRUZ/SOQUEL,Santa Cruz,Non-Profit,Comparable,0,316,268,268,326310614,6091554.0,332402168.0,1.8%,1.9%,"SANTA CRUZ, California
(36.97414, -122.028795)",0
559,559,2010,106196168,E & L MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,324,324,251,367336191,7990358.0,375326549.0,2.1%,2.2%,"LONG BEACH, California
(33.767168, -118.193723)",0
560,560,2010,106560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Comparable,0,272,252,149,251830487,3997594.0,255828081.0,1.6%,1.6%,"VENTURA, California
(34.280832, -119.293107)",0
561,561,2010,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,0,254,254,242,321443936,3276003.0,324719939.0,1%,1%,"MISSION HILLS, California
(32.7528, -117.186096)",0
562,562,2010,106380939,SAN FRANCISCO GENERAL HOSP MED CTR,SAN FRANCISCO,City/County,Comparable,1,598,564,383,446415179,4932743.0,451347922.0,1.1%,1.1%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
563,563,2010,106105029,FRESNO HEART & SURGICAL HOSPITAL,FRESNO,Investor,Comparable,0,57,57,50,76768805,941040.0,77709845.0,1.2%,1.2%,"Fresno, California
(36.731654, -119.785856)",0
564,564,2010,106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,0,128,128,128,24622794,131472.0,24754266.0,0.5%,0.5%,"GLENDORA, California
(34.136001, -117.865485)",0
565,565,2011,106370977,POMERADO HOSPITAL,San Diego,District,Comparable,0,236,236,186,148096903,717378.0,148814281.0,0.5%,0.5%,"POWAY, California
(32.986369, -117.023491)",0
566,566,2011,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Non-Profit,Comparable,0,73,70,70,28214130,388514.0,28602644.0,1.4%,1.4%,"CONCORD, California
(37.979103, -122.031333)",0
567,567,2010,106370755,PALOMAR MEDICAL CENTER,SAN DIEGO,District,Comparable,0,419,419,303,330619800,5189458.0,335809258.0,1.5%,1.6%,"ESCONDIDO, California
(33.130363, -117.085357)",0
568,568,2010,106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Psychiatric Health Facilities,0,16,16,16,2461199,0.0,2461199.0,0%,0%,"LONG BEACH, California
(33.767168, -118.193723)",0
569,569,2012,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,0,167,167,167,79189899,2915997.0,82105896.0,3.6%,3.7%,"GARDEN GROVE, California
(33.776069, -117.937878)",0
570,570,2011,106420491,LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,District,Comparable,0,170,170,170,54537361,1099217.0,55636578.0,2%,2%,"LOMPOC, California
(34.653385, -120.457727)",1
571,571,2010,106154160,CRESTWOOD PHF-2,KERN,Investor,Psychiatric Health Facilities,0,16,7,10,48750,0.0,48750.0,0%,0%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
572,572,2010,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,ORANGE,Investor,Comparable,0,114,114,38,76881198,231338.0,77112536.0,0.3%,0.3%,"PLACENTIA, California
(33.871209, -117.860113)",0
573,573,2010,106190240,LAKEWOOD REGIONAL MEDICAL CENTER - SOUTH,LOS ANGELES,Investor,Comparable,0,169,169,107,147952071,354930.0,148307001.0,0.2%,0.2%,"LAKEWOOD, California
(33.850448, -118.133773)",0
574,574,2011,106410817,SETON MEDICAL CENTER,San Mateo,Non-Profit,Comparable,0,478,428,240,267271231,3826817.0,271098048.0,1.4%,1.4%,"DALY CITY, California
(37.691113, -122.472221)",0
575,575,2011,106301127,KINDRED HOSPITAL - BREA,Orange,Investor,Comparable,0,86,86,86,34204016,55514.0,34259530.0,0.2%,0.2%,"BREA, California
(33.917763, -117.898326)",0
576,576,2011,106190762,ST. VINCENT MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,366,333,333,197044964,5485046.0,202530010.0,2.7%,2.8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
577,577,2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,District,Comparable,0,269,255,244,307883086,3485378.0,311368464.0,1.1%,1.1%,"SALINAS, California
(36.676795, -121.656421)",0
578,578,2011,106301258,COASTAL COMMUNITIES HOSPITAL,Orange,Investor,Comparable,0,178,178,178,55549893,139372.0,55689265.0,0.3%,0.3%,"SANTA ANA, California
(33.749738, -117.869781)",0
579,579,2010,106190256,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Investor,Comparable,0,127,127,127,85319434,155281.0,85474715.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
580,580,2011,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,District,Comparable,0,34,34,34,13925467,327189.0,14252656.0,2.3%,2.3%,"MARIPOSA, California
(37.484274, -119.964786)",1
581,581,2011,106190159,TRI-CITY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,107,107,42,64700848,1898946.0,66599794.0,2.9%,2.9%,"HAWAIIAN GARDENS, California
(33.829474, -118.081829)",0
582,582,2010,106380865,LAGUNA HONDA HOSPITAL & REHAB CENTER,SAN FRANCISCO,City/County,LTC Emphasis,0,799,780,780,118337636,615433.0,118953069.0,0.5%,0.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
583,583,2010,106141338,SOUTHERN INYO HOSPITAL,INYO,District,Comparable,0,37,37,37,6085254,525795.0,6611049.0,8%,8.6%,"LONE PINE, California
(36.604908, -118.062968)",1
584,584,2010,106231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Non-Profit,Comparable,0,78,65,58,92982788,1115482.0,94098270.0,1.2%,1.2%,"UKIAH, California
(39.149997, -123.207635)",1
585,585,2012,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,0,51,51,40,12007058,640784.0,12647842.0,5.1%,5.3%,"WEAVERVILLE, California
(40.732757, -122.940515)",1
586,586,2010,106320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,District,Comparable,0,25,25,25,19512666,242748.0,19755414.0,1.2%,1.2%,"QUINCY, California
(39.936754, -120.948961)",1
587,587,2011,106190796,RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,466,466,466,1274543845,101639747.0,1376183592.0,7.4%,8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
588,588,2010,106370749,ALVARADO PARKWAY INSTITUTE BHS,SAN DIEGO,Investor,Comparable,0,66,66,66,18274635,133079.0,18407714.0,0.7%,0.7%,"LA MESA, California
(32.766157, -117.024725)",0
589,589,2012,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,0,126,126,126,91107808,2350360.0,93458168.0,2.5%,2.6%,"CHINO, California
(34.010971, -117.689239)",0
590,590,2010,106013687,MERRITT PERALTA INSTITUTE CDRH,ALAMEDA,Non-Profit,Comparable,0,24,24,21,1638024,26422.0,1664446.0,1.6%,1.6%,"OAKLAND, California
(37.804828, -122.27248)",0
591,591,2011,106444012,SUTTER MATERNITY & SURGERY CENTER,Santa Cruz,Non-Profit,Comparable,0,30,30,30,62756128,1607691.0,64363819.0,2.5%,2.6%,"SANTA CRUZ, California
(36.97414, -122.028795)",0
592,592,2011,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,269,269,269,134374667,597535.0,134972202.0,0.4%,0.4%,"SAN GABRIEL, California
(34.099203, -118.107229)",0
593,593,2011,106361105,BARSTOW COMMUNITY HOSPITAL,San Bernardino,Investor,Comparable,0,56,42,22,46147990,66686.0,46214676.0,0.1%,0.1%,"BARSTOW, California
(34.899659, -117.02405)",1
594,594,2011,106231396,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR,Mendocino,Non-Profit,Comparable,0,78,66,58,93012099,1040325.0,94052424.0,1.1%,1.1%,"UKIAH, California
(39.149997, -123.207635)",1
595,595,2010,106301279,UNIVERSITY OF CALIFORNIA-IRVINE MED CENTER,ORANGE,Non-Profit,Comparable,1,422,361,361,646656412,12144721.0,658801133.0,1.8%,1.9%,"ORANGE, California
(33.791489, -117.853096)",0
596,596,2010,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Comparable,0,17,17,17,4404377,79645.0,4484022.0,1.8%,1.8%,"GARBERVILLE, California
(40.101491, -123.792756)",1
597,597,2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,0,231,231,221,66521589,298232.0,66819821.0,0.4%,0.4%,"SUN VALLEY, California
(34.217499, -118.3694)",0
598,598,2012,106301342,ST. JUDE MEDICAL CENTER,Orange,Non-Profit,Comparable,0,372,360,275,464470966,12104439.0,476575405.0,2.5%,2.6%,"FULLERTON, California
(33.870345, -117.924302)",0
599,599,2011,106370694,SHARP MEMORIAL HOSPITAL,San Diego,Non-Profit,Comparable,0,844,583,415,831984562,10663475.0,842648037.0,1.3%,1.3%,"SAN DIEGO, California
(32.71576, -117.163817)",0
600,600,2011,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,0,262,262,242,200974268,4057933.0,205032201.0,2%,2%,"SANTA MARIA, California
(34.948403, -120.435881)",0
601,601,2011,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,0,359,269,269,426801503,4001100.0,430802603.0,0.9%,0.9%,"FREMONT, California
(37.550195, -121.980829)",0
602,602,2012,106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,150,150,150,41784943,1267998.0,43052941.0,2.9%,3%,"ENCINO, California
(34.159199, -118.500298)",0
603,603,2011,106540798,SIERRA VIEW DISTRICT HOSPITAL,Tulare,District,Comparable,0,167,167,167,136390280,1763912.0,138154192.0,1.3%,1.3%,"PORTERVILLE, California
(36.073039, -119.016146)",0
604,604,2011,106014226,TELECARE WILLOW ROCK CENTER PHF,Alameda,Investor,Psychiatric Health Facilities,0,16,16,16,4326815,0.0,4326815.0,0%,0%,"SAN LEANDRO, California
(37.728364, -122.158612)",0
605,605,2010,106190712,SHRINERS HOSPITAL FOR CHILDREN,LOS ANGELES,Non-Profit,Shriners Hospitals,0,60,60,60,0,209470.0,209470.0,100%,0%,"LOS ANGELES, California
(34.052238, -118.243344)",0
606,606,2012,106410782,SAN MATEO MEDICAL CENTER,San Mateo,City/County,Comparable,0,509,411,314,143933139,58111693.0,202044832.0,28.8%,40.4%,"SAN MATEO, California
(37.547166, -122.314351)",0
607,607,2011,106190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,Los Angeles,Non-Profit,Comparable,0,68,68,68,39501200,164705.0,39665905.0,0.4%,0.4%,"POMONA, California
(34.055118, -117.750048)",0
608,608,2010,106171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Comparable,0,49,25,25,65830538,1649250.0,67479788.0,2.4%,2.5%,"LAKEPORT, California
(39.043171, -122.915171)",1
609,609,2010,106474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,Non-Profit,Comparable,0,28,25,25,53002699,436741.0,53439440.0,0.8%,0.8%,"YREKA, California
(41.731582, -122.635649)",1
610,610,2011,106364050,CANYON RIDGE HOSPITAL,San Bernardino,Investor,Comparable,0,106,106,83,22736926,12541.0,22749467.0,0.1%,0.1%,"CHINO, California
(34.010971, -117.689239)",0
611,611,2011,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,Kern,Non-Profit,Comparable,0,259,259,219,305301291,3923872.0,309225163.0,1.3%,1.3%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
612,612,2012,106154160,CRESTWOOD PHF - BAKERSFIELD,Kern,Investor,Psychiatric Health Facilities,0,16,16,16,2871194,21114.0,2892308.0,0.7%,0.7%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
613,613,2011,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,District,Comparable,0,17,17,17,4749983,1397406.0,6147389.0,22.7%,29.4%,"GARBERVILLE, California
(40.101491, -123.792756)",1
614,614,2010,106514001,SUTTER-YUBA-PHF,SUTTER,City/County,Psychiatric Health Facilities,0,16,16,16,2496602,0.0,2496602.0,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)",0
615,615,2011,106374094,VIBRA HOSPITAL OF SAN DIEGO,San Diego,Investor,Comparable,0,110,100,100,39073633,425568.0,39499201.0,1.1%,1.1%,"SAN DIEGO, California
(32.71576, -117.163817)",0
616,616,2012,106404046,SAN LUIS OBISPO CO - PHF,San Luis Obispo,City/County,Psychiatric Health Facilities,0,16,16,11,1950400,0.0,1950400.0,0%,0%,"SAN LUIS OBISPO, California
(35.282619, -120.660014)",0
617,617,2011,106150736,KERN MEDICAL CENTER,Kern,City/County,Comparable,1,222,194,169,194882702,4482948.0,199365650.0,2.2%,-2.3%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
618,618,2011,106450936,MAYERS MEMORIAL HOSPITAL,Shasta,District,Comparable,0,121,121,121,16761474,469855.0,17231329.0,2.7%,2.8%,"FALL RIVER MILLS, California
(41.003555, -121.439959)",1
619,619,2010,106070904,DRS MEDICAL CENTER-SAN PABLO-PINOLE,CONTRA COSTA,Investor,Comparable,0,189,189,99,122734477,1164190.0,123898667.0,0.9%,0.9%,"SAN PABLO, California
(37.960632, -122.34148)",0
620,620,2010,106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIF,SANTA CLARA,Investor,Comparable,0,29,29,28,7330100,0.0,7330100.0,0%,0%,"CAMPBELL, California
(37.28766, -121.942432)",0
621,621,2010,106564121,THOUSAND OAKS SURGICAL HOSPITAL,VENTURA,Investor,Comparable,0,21,21,21,30892681,111903.0,31004584.0,0.4%,0.4%,"THOUSAND OAKS, California
(34.176083, -118.848743)",0
622,622,2010,106342392,SIERRA VISTA HOSPITAL,SACRAMENTO,Investor,Comparable,0,120,120,120,22599161,26429.0,22625590.0,0.1%,0.1%,"SACRAMENTO, California
(38.582087, -121.50012)",0
623,623,2011,106190636,CITRUS VALLEY MEDICAL CENTER-QV CAMPUS,Los Angeles,Non-Profit,Comparable,0,518,518,518,335722780,3113501.0,338836281.0,0.9%,0.9%,"WEST COVINA, California
(34.068896, -117.938239)",0
624,624,2010,106370689,SHARP CORONADO HOSPITAL & HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Comparable,0,204,175,144,77062371,156339.0,77218710.0,0.2%,0.2%,"CORONADO, California
(32.693926, -117.190481)",0
625,625,2011,106301279,UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,Orange,Non-Profit,Comparable,1,408,383,383,694706149,47179924.0,741886073.0,6.4%,6.8%,"ORANGE, California
(33.791489, -117.853096)",0
626,626,2012,106540816,TULARE REGIONAL MEDICAL CENTER,Tulare,District,Comparable,0,112,103,103,68717554,2448773.0,71166327.0,3.4%,3.6%,"TULARE, California
(36.196549, -119.343523)",0
627,627,2010,106190243,DOWNEY COMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,190,181,181,137771570,344185.0,138115755.0,0.2%,0.2%,"DOWNEY, California
(33.940946, -118.12752)",0
628,628,2012,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,0,30,30,30,15631099,0.0,15631099.0,0%,0%,"OXNARD, California
(34.197663, -119.175947)",0
629,629,2010,106331168,EISENHOWER MEDICAL CENTER,RIVERSIDE,Non-Profit,Comparable,0,374,308,308,378182057,16922852.0,395104909.0,4.3%,4.5%,"RANCHO MIRAGE, California
(33.742298, -116.410904)",0
630,630,2010,106361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Comparable,0,205,189,189,235700365,1101972.0,236802337.0,0.5%,0.5%,"REDLANDS, California
(34.055562, -117.182603)",0
631,631,2011,106490964,HEALDSBURG DISTRICT HOSPITAL,Sonoma,District,Comparable,0,43,38,38,33594267,528369.0,34122636.0,1.5%,1.6%,"HEALDSBURG, California
(38.615845, -122.871942)",1
632,632,2011,106430837,O'CONNOR HOSPITAL,Santa Clara,Non-Profit,Comparable,0,358,260,202,262943289,1347452.0,264290741.0,0.5%,0.5%,"SAN JOSE, California
(37.334807, -121.888128)",0
633,633,2011,106040937,OROVILLE HOSPITAL,Butte,Non-Profit,Comparable,0,153,153,133,144169482,8313059.0,152482541.0,5.5%,5.8%,"OROVILLE, California
(39.512339, -121.554608)",0
634,634,2010,106010967,ST. ROSE HOSPITAL,ALAMEDA,Non-Profit,Comparable,0,163,163,163,133236553,792171.0,134028724.0,0.6%,0.6%,"HAYWARD, California
(37.672111, -122.083963)",0
635,635,2010,106362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Comparable,0,179,179,139,58552177,300988.0,58853165.0,0.5%,0.5%,"JOSHUA TREE, California
(34.126919, -116.315127)",1
636,636,2011,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,0,158,158,158,227823759,1438992.0,229262751.0,0.6%,0.6%,"ENCINITAS, California
(33.044805, -117.292447)",0
637,637,2010,106190552,MOTION PICTURE & TELEVISION HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,405,388,228,56575891,2655183.0,59231074.0,4.5%,4.7%,"WOODLAND HILLS, California
(34.168301, -118.605003)",0
638,638,2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,District,Comparable,0,34,34,34,15737779,220224.0,15958003.0,1.4%,1.4%,"MARIPOSA, California
(37.484274, -119.964786)",1
639,639,2011,106190315,GARFIELD MEDICAL CENTER,Los Angeles,Investor,Comparable,0,210,210,210,225428789,745547.0,226174336.0,0.3%,0.3%,"MONTEREY PARK, California
(34.062407, -118.127542)",0
640,640,2010,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,Non-Profit,Comparable,0,149,149,110,55681125,393845.0,56074970.0,0.7%,0.7%,"SAN DIEGO, California
(32.71576, -117.163817)",0
641,641,2012,106124004,SEMPERVIRENS - PHF,Humboldt,City/County,Psychiatric Health Facilities,0,16,16,16,3723497,0.0,3723497.0,0%,0%,"EUREKA, California
(40.786143, -124.161309)",0
642,642,2011,106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Riverside,Investor,Comparable,0,68,68,48,5956917,12104.0,5969021.0,0.2%,0.2%,"RIVERSIDE, California
(33.980534, -117.377025)",0
643,643,2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,0,121,121,121,118473000,2279000.0,120752000.0,1.9%,1.9%,"GRASS VALLEY, California
(39.219102, -121.062951)",1
644,644,2010,106364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Comparable,0,106,106,106,22062247,56998.0,22119245.0,0.3%,0.3%,"CHINO, California
(34.010971, -117.689239)",0
645,645,2011,106150722,BAKERSFIELD MEMORIAL HOSPITAL,Kern,Non-Profit,Comparable,0,418,395,395,275592846,2953403.0,278546249.0,1.1%,1.1%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
646,646,2010,106370977,POMERADO HOSPITAL,SAN DIEGO,District,Comparable,0,236,236,195,141437116,847896.0,142285012.0,0.6%,0.6%,"POWAY, California
(32.986369, -117.023491)",0
647,647,2010,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,LOS ANGELES,Non-Profit,Comparable,0,444,444,228,397233326,13647697.0,410881023.0,3.3%,3.4%,"WHITTIER, California
(33.967318, -118.048051)",0
648,648,2012,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,0,106,106,106,155114000,2032000.0,157146000.0,1.3%,1.3%,"FOLSOM, California
(38.681325, -121.163738)",0
649,649,2011,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,Non-Profit,Comparable,0,365,344,344,386800764,8563718.0,395364482.0,2.2%,2.2%,"STOCKTON, California
(37.957541, -121.292451)",0
650,650,2010,106050932,MARK TWAIN ST. JOSEPHS HOSPITAL,CALAVERAS,Non-Profit,Comparable,0,31,28,25,47274137,615911.0,47890048.0,1.3%,1.3%,"SAN ANDREAS, California
(38.196211, -120.68092)",1
651,651,2010,106160787,CENTRAL VALLEY GENERAL HOSPITAL,KINGS,Investor,Comparable,0,49,45,30,113979120,1055822.0,115034942.0,0.9%,0.9%,"HANFORD, California
(36.327726, -119.645914)",0
652,652,2012,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,117,117,117,48090446,2120916.0,50211362.0,4.2%,4.4%,"SOUTH EL MONTE, California
(34.043996, -118.046258)",0
653,653,2010,106370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Comparable,0,146,146,146,43569588,381473.0,43951061.0,0.9%,0.9%,"FALLBROOK, California
(33.38206, -117.251355)",1
654,654,2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,0,76,66,66,78076647,710800.0,78787447.0,0.9%,0.9%,"RED BLUFF, California
(40.176607, -122.234146)",1
655,655,2010,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,SAN LUIS OBISPO,Non-Profit,Comparable,0,65,65,58,48615882,521025.0,49136907.0,1.1%,1.1%,"ARROYO GRANDE, California
(35.124098, -120.576388)",0
656,656,2010,106481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Non-Profit,Comparable,0,102,102,102,119799985,1987022.0,121787007.0,1.6%,1.7%,"VALLEJO, California
(38.101088, -122.254959)",0
657,657,2011,106374084,SAN DIEGO HOSPICE & PALLIATIVE CARE CENTER,San Diego,Non-Profit,Comparable,0,24,24,24,5925842,0.0,5925842.0,0%,0%,"SAN DIEGO, California
(32.71576, -117.163817)",0
658,658,2011,106541123,PORTERVILLE STATE HOSPITAL,Tulare,State,State Hospitals,0,1210,530,530,180726114,0.0,180726114.0,0%,0%,"PORTERVILLE, California
(36.073039, -119.016146)",0
659,659,2011,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,0,80,80,69,24491919,42420.0,24534339.0,0.2%,0.2%,"SAN DIEGO, California
(32.71576, -117.163817)",0
660,660,2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,1,456,436,368,442300527,80340278.0,522640805.0,15.4%,18.2%,"COLTON, California
(34.070139, -117.323641)",0
661,661,2011,106190196,KINDRED HOSPITAL - SOUTH BAY,Los Angeles,Investor,Comparable,0,84,84,84,50294395,21908.0,50316303.0,0%,0%,"GARDENA, California
(33.883764, -118.309144)",0
662,662,2011,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,Non-Profit,Comparable,0,145,120,120,78023348,2631385.0,80654733.0,3.3%,3.4%,"PANORAMA CITY, California
(34.224701, -118.448898)",0
663,663,2011,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Non-Profit,Comparable,0,343,325,314,164340646,1946712.0,166287358.0,1.2%,1.2%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
664,664,2011,106491338,PALM DRIVE HOSPITAL,Sonoma,District,Comparable,0,37,28,19,27430404,87082.0,27517486.0,0.3%,0.3%,"SEBASTOPOL, California
(38.402084, -122.824191)",1
665,665,2011,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,0,57,57,55,73091940,1014531.0,74106471.0,1.4%,1.4%,"FRESNO, California
(36.731654, -119.785856)",0
666,666,2012,106191231,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Los Angeles,City/County,Comparable,1,407,275,220,279557954,90270349.0,369828303.0,24.4%,32.3%,"SYLMAR, California
(34.3078, -118.448303)",0
